City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,veraval,20.9,70.3667,26.980000000000015,88,96,8.23,IN,1690742326
289,bodaybo,57.8506,114.1933,18.24000000000001,97,100,1.41,RU,1690742327
290,balrampur,27.4333,82.1833,30.8900000000001,66,100,1.6,IN,1690742327
291,mumbwa,-14.9783,27.0619,21.019999999999985,26,8,2.12,ZM,1690742327
292,el hamma,33.8915,9.7963,32.620000000000005,66,92,7.42,TN,1690742327
293,shahpura,27.3833,75.9667,28.220000000000027,74,50,4.25,IN,1690742328
294,antofagasta,-23.65,-70.4,18.600000000000023,62,5,2.82,CL,1690742211
295,carnarvon,-24.8667,113.6333,16.970000000000027,79,0,6.16,AU,1690742328
296,nalut,30.3333,10.85,39.46000000000004,8,0,3.96,LY,1690742328
297,petropavlovsk-kamchatsky,53.0452,158.6483,12.33000000000004,100,100,2.0,RU,1690742329
298,tsiombe,-25.3,45.4833,18.91000000000008,84,99,2.15,MG,1690742329
299,bueno brandao,-22.4408,-46.3508,21.74000000000001,46,1,0.83,BR,1690742329
300,keelung,25.1283,121.7419,29.470000000000027,87,100,1.68,TW,1690742329
301,bouarfa,32.53,-1.95,36.82000000000005,12,96,5.7,MA,1690742329
302,ar raqqah,35.95,39.0167,31.40000000000009,41,0,7.4,SY,1690742330
303,lospalos,-8.5186,127.0025,19.600000000000023,90,100,2.47,TL,1690742330
304,nikol'sk,53.7189,46.0712,14.8900000000001,92,98,5.09,RU,1690742330
305,uturoa,-16.7333,-151.4333,26.46000000000004,69,45,7.35,PF,1690742330
306,san patricio,28.017,-97.5169,36.71000000000004,36,100,5.96,US,1690742331
307,savanna-la-mar,18.219,-78.1332,32.97000000000003,70,97,1.56,JM,1690742331
308,shache,38.4167,77.2406,26.029999999999973,36,84,6.73,CN,1690742331
309,glace bay,46.1969,-59.957,21.610000000000014,68,75,2.06,CA,1690742331
310,northam,51.0333,-4.2167,18.700000000000045,96,100,10.5,GB,1690742334
311,jamestown,42.097,-79.2353,23.620000000000005,56,100,3.6,US,1690742163
312,berezovyy,51.6667,135.7,15.08000000000004,96,82,1.3,RU,1690742334
313,yarmouth,41.7057,-70.2286,23.670000000000076,63,0,5.66,US,1690742091
314,oyama,36.3,139.8,30.33000000000004,77,19,1.48,JP,1690742335
315,broken hill,-31.95,141.4333,10.590000000000032,68,0,3.03,AU,1690742335
316,bermeo,43.4209,-2.7215,24.110000000000014,73,98,2.04,ES,1690742217
317,salinopolis,-0.6136,-47.3561,28.74000000000001,71,0,5.8,BR,1690742335
318,muroto-misakicho,33.2833,134.15,26.799999999999955,84,100,3.28,JP,1690742335
319,piti village,13.4626,144.6933,27.49000000000001,91,0,2.06,GU,1690742336
320,trairi,-3.2778,-39.2689,28.529999999999973,70,5,7.46,BR,1690742308
321,mersing,2.4312,103.8405,24.950000000000045,83,40,2.57,MY,1690742336
322,stebnyk,49.2942,23.5636,18.75999999999999,87,100,1.29,UA,1690742336
323,college,64.8569,-147.8028,17.549999999999955,82,100,1.54,US,1690742337
324,adilabad,19.6667,78.5333,25.96000000000004,79,55,4.61,IN,1690742337
325,lerwick,60.1545,-1.1494,15.0,85,10,1.03,GB,1690742337
326,flying fish cove,-10.4217,105.6791,23.82000000000005,83,75,7.2,CX,1690742337
327,prince george,53.9166,-122.753,21.809999999999945,61,20,2.06,CA,1690742137
328,menongue,-14.6585,17.691,16.350000000000023,31,29,2.11,AO,1690742338
329,bikenibeu village,1.3673,173.1241,25.980000000000015,94,75,3.09,KI,1690742338
330,ploneour-lanvern,47.9,-4.2833,18.180000000000064,82,75,6.69,FR,1690742338
